#{"t_start": 1767038183.6730118, "env_id": "None"}
r,l,t
-76.437,201,8.00925
-162.143,199,11.152902
-56.941,191,14.179285
-65.317,182,16.621974
-75.832,161,18.75368
-52.459,152,20.601578
-143.248,182,22.942569
-90.913,182,25.409358
-88.654,184,27.798077
-90.612,189,30.127445
-100.168,191,32.461537
-80.891,172,77.90118
-69.088,212,80.731298
-73.825,186,82.919479
-76.049,194,85.298747
-89.169,197,87.936148
-63.923,195,90.443402
-71.664,181,92.646191
-155.835,207,95.274525
-37.051,197,97.765587
-39.483,182,99.925698
-96.368,197,145.765302
-128.779,190,148.183264
-39.243,178,150.507208
-114.422,185,152.987884
-65.053,196,155.423989
-80.066,203,158.122161
-57.775,200,160.581974
-167.72,208,163.108021
-21.825,178,165.295105
-46.02,176,167.461365
-25.422,171,169.684139
-74.212,189,215.003237
-39.168,187,217.499561
-43.03,194,220.029237
-66.209,205,222.516607
-222.451,233,225.561466
-81.509,169,227.742756
-59.93,201,230.211468
-52.578,196,232.791087
-63.367,190,235.182425
-52.902,185,237.567817
-107.039,203,240.218197
-141.93,169,285.547803
-79.614,205,288.197048
-60.969,214,290.916229
-29.593,194,293.223462
-57.29,197,295.643959
-96.493,195,298.088446
-58.01,184,300.518384
-82.991,166,302.772555
-64.967,227,305.617596
-82.476,181,308.017081
-117.911,170,353.494231
-65.774,168,356.184035
-25.18,180,358.881089
-103.276,207,361.877341
-60.847,165,364.198398
-124.378,186,366.621319
-11.066,210,369.253438
-149.787,208,372.00073
-129.04,196,374.498528
-173.143,194,377.269316
-26.151,179,379.601092
-181.428,217,425.671941
-68.661,201,428.775456
-126.998,216,431.695832
-85.506,189,434.284274
-66.672,215,437.110212
-57.328,216,439.911896
-57.441,186,442.368788
-40.724,159,444.390061
-95.77,198,446.725234
-128.786,182,448.9541
-46.239,185,451.33474
-29.529,170,497.328409
-22.227,184,500.210556
-38.788,182,503.041949
-99.697,181,505.486242
-57.477,208,508.202893
-89.885,194,510.512631
-122.781,189,513.015598
-156.636,207,515.625798
-34.657,178,517.813887
-160.184,192,520.347994
-64.427,217,566.199159
-54.742,198,568.98105
-61.458,203,572.062671
-95.56,218,575.34914
-81.822,179,577.78439
-111.141,163,580.110472
-80.163,175,582.382611
-88.987,198,585.01654
-42.038,172,587.216129
-108.014,204,589.791721
-60.35,204,592.449341
-115.102,184,637.594012
-69.391,162,640.084523
-61.626,170,642.571585
-58.802,216,645.413772
-59.908,181,647.969513
-59.606,162,650.152067
-113.739,199,652.92565
-164.353,190,655.318043
-22.234,180,657.602572
-84.789,156,659.718504
-240.551,195,662.297889
-22.6,180,707.107724
-32.098,175,709.536202
-65.815,202,712.37085
-54.421,164,714.590381
-67.135,163,716.678885
-34.45,185,719.202808
-73.523,213,721.972384
-73.391,214,724.817246
-85.158,197,727.519779
-112.694,179,729.73492
-124.775,189,732.128671
-150.43,206,777.379357
-109.536,200,780.153987
-137.726,185,782.936534
-75.752,198,785.633431
-131.125,203,788.316932
-279.348,210,791.314821
-34.536,201,794.051894
-134.227,192,796.711421
-84.68,189,799.107291
-106.05,200,801.633633
-43.962,220,846.96356
-121.046,182,849.56895
-45.722,203,852.489821
-76.398,187,855.14272
-91.293,205,857.622482
-94.372,223,860.554117
-174.489,182,862.957848
-76.276,197,865.708018
-46.122,195,868.412264
-80.151,240,871.526318
-34.115,175,873.668356
-98.066,195,918.628091
-49.78,194,921.460265
-62.343,159,923.664956
-56.167,212,926.430624
-23.003,195,928.890519
-118.097,202,931.656801
-92.508,191,934.28127
-99.94,177,936.700665
-125.312,237,939.669507
-42.723,191,942.451301
-45.186,194,987.424041
-40.579,191,990.403043
-47.877,204,993.087912
-72.255,202,995.716043
-77.941,208,998.663269
-182.08,213,1001.676382
-58.904,198,1004.338167
-20.228,180,1006.979111
-110.238,208,1009.722257
-19.541,213,1012.231679
-20.767,159,1014.156138
-69.795,209,1059.478204
-42.251,188,1062.065826
-69.222,204,1064.874982
-40.508,202,1067.753256
-22.899,177,1070.190834
-81.157,213,1073.069151
-120.28,186,1075.64951
-94.77,225,1078.433493
-31.871,173,1080.734268
-115.61,220,1083.679742
-84.976,173,1128.511825
-11.768,179,1130.940406
-105.773,175,1133.251517
-47.96,178,1135.667278
-279.018,210,1138.409321
-114.977,199,1141.165561
-140.948,179,1143.472762
-53.316,198,1146.054749
-151.764,181,1148.505792
-74.577,170,1150.684159
-47.645,183,1153.014872
-251.296,201,1198.540657
-158.418,211,1201.862388
-200.198,202,1204.628572
-81.378,173,1206.854691
-55.326,187,1209.514064
-60.52,171,1211.656016
-46.637,238,1214.917361
-41.819,183,1217.227297
-84.186,198,1219.799896
-140.976,198,1222.343807
-37.767,173,1266.933964
-137.468,173,1269.213276
-57.334,178,1271.574549
-123.302,188,1274.027355
-68.106,219,1277.036591
-105.458,198,1279.741554
-30.226,181,1282.133092
-120.745,186,1284.531847
-44.657,196,1287.152414
-84.526,182,1289.708779
-118.458,180,1292.185167
-33.34,195,1337.544688
-90.908,179,1340.222491
-79.266,195,1342.896151
-75.719,191,1345.279129
-53.055,195,1347.968107
-71.6,188,1350.481364
-19.142,174,1352.702704
-52.932,193,1355.173513
-78.041,205,1358.021437
-119.994,238,1361.193153
-161.941,223,1363.943575
-70.529,190,1409.137023
-83.966,191,1411.733693
-36.676,200,1414.689279
-55.204,193,1417.466547
-88.487,206,1420.258693
-133.042,202,1422.812445
-98.302,215,1425.742881
-180.695,231,1428.684069
-58.002,202,1431.410561
-19.278,200,1433.9614
-57.419,191,1478.698924
-77.303,213,1481.657606
-31.111,183,1484.395574
-29.797,206,1487.10569
-44.589,162,1489.175358
-114.345,189,1491.662458
-64.258,187,1494.311635
-60.573,201,1497.041827
-49.446,185,1499.474828
-77.776,189,1502.092645
-72.258,175,1504.439773
-132.312,193,1549.432778
-53.66,188,1552.087827
-14.792,186,1554.862391
-43.827,210,1557.689133
-116.263,224,1560.69179
-88.532,200,1563.250058
-33.654,204,1565.868551
-31.428,181,1568.355092
-210.831,186,1570.682421
-63.323,198,1573.146342
-80.907,229,1619.271323
-117.523,195,1622.112585
-108.041,231,1625.218006
-31.515,185,1627.677915
-48.473,172,1630.165323
-69.274,189,1632.661149
-24.506,197,1635.350767
-52.842,183,1637.858551
-50.102,169,1639.984898
-40.514,217,1642.654832
-34.323,208,1688.109766
-35.083,185,1690.636058
-248.237,210,1693.52858
-98.441,222,1696.357155
-87.052,180,1698.86919
-119.257,175,1701.157282
-87.848,188,1703.500555
-68.19,197,1706.12477
-44.712,196,1708.801727
-65.916,196,1711.421426
-63.172,216,1714.008547
-48.669,183,1759.312516
-43.326,186,1762.007323
-77.422,193,1764.741862
-43.699,189,1767.230686
-53.86,231,1770.17532
-68.368,206,1773.091005
-107.954,186,1775.661659
-112.795,223,1778.379306
-76.482,223,1781.429637
-14.049,186,1783.824577
-92.657,195,1829.377503
-40.011,187,1831.967111
-42.113,197,1834.5068
-38.568,163,1836.523947
-46.95,185,1839.090526
-81.45,163,1841.548154
-10.3,171,1843.730662
-67.35,199,1846.504972
-29.56,158,1848.627198
-49.888,171,1850.798402
-173.744,217,1853.55979
-55.668,196,1898.904712
-54.007,193,1901.629323
-51.94,190,1904.270468
-63.993,184,1906.826882
-48.985,186,1909.464354
-11.718,177,1911.891057
-25.166,195,1914.707906
-45.151,187,1917.145279
-26.291,218,1919.837597
-73.507,195,1922.3018
-133.277,217,1925.138335
-57.379,181,1970.682778
-90.969,189,1973.257272
-102.956,177,1975.576734
-44.3,155,1977.908762
-48.537,194,1980.63525
-40.826,175,1983.036858
-142.652,191,1985.512553
-6.526,193,1987.885719
-43.781,181,1990.318744
-2.663,149,1992.406469
-72.001,198,1994.916868
-17.726,177,2040.205767
-11.408,160,2042.23229
-29.852,178,2044.667934
-23.948,195,2047.198515
-16.539,138,2049.193594
-41.62,167,2051.691798
-109.107,200,2054.271283
-81.756,201,2057.027221
-19.435,161,2059.165162
-128.298,217,2062.030145
-36.499,154,2063.931
-150.399,192,2066.43717
-22.909,174,2111.934617
-45.303,214,2114.842055
-67.013,193,2117.655236
-50.287,178,2120.060546
-66.302,202,2122.853038
-93.101,179,2125.28791
-159.811,206,2128.116926
-113.952,214,2130.928548
-47.66,163,2133.140874
-82.056,185,2135.629143
-11.463,183,2181.539848
-168.412,258,2184.998553
-14.874,166,2187.35328
-17.022,156,2189.316837
-44.669,174,2191.592098
-21.701,207,2194.646674
-18.96,185,2197.142472
-42.042,204,2199.859523
-68.134,196,2202.352741
-4.354,190,2204.806145
-8.266,187,2207.359986
-72.155,186,2252.852909
-95.643,214,2255.702728
-99.369,160,2257.687666
-59.85,166,2259.746089
-93.927,192,2262.165533
-60.912,199,2264.720543
-82.162,202,2267.290099
-19.087,166,2269.407318
-89.102,243,2272.437007
-68.035,183,2274.571469
-108.304,172,2276.771976
-12.963,173,2322.012239
-26.089,221,2324.71033
-59.622,199,2327.255093
-40.667,173,2329.444796
-74.319,228,2332.412886
-8.884,172,2334.505717
-50.713,192,2336.956565
-64.353,178,2339.285603
-47.939,229,2342.23545
-13.616,167,2344.505195
-27.528,208,2390.515531
-52.977,163,2392.614332
-36.306,191,2395.139761
-34.814,150,2397.128719
-32.42,191,2399.696523
-53.894,217,2402.417967
-48.681,176,2404.671418
-78.786,196,2407.233102
-60.757,180,2409.668842
-55.59,216,2412.426927
-33.467,158,2414.611405
-34.714,183,2460.336717
-17.457,191,2462.699428
-28.239,175,2465.032466
-36.954,170,2467.185163
-99.056,196,2469.593639
-94.411,169,2471.850879
-108.661,186,2474.138905
-55.549,186,2476.569052
-16.399,171,2478.832036
-81.748,190,2481.253551
-68.566,164,2483.425862
-49.586,159,2485.489411
-58.688,174,2531.769162
-42.195,204,2534.46547
-107.427,188,2536.915269
-29.888,191,2539.454962
-77.334,203,2542.181288
-91.246,161,2544.133506
-15.672,194,2546.473124
-41.35,186,2548.984289
-46.077,185,2551.377324
