#{"t_start": 1767038183.5168567, "env_id": "None"}
r,l,t
-70.679,177,7.422759
-45.036,176,10.212502
-52.619,208,13.790519
-38.4,190,16.426616
-51.216,180,18.877173
-43.658,182,21.125651
-60.291,187,23.599555
-85.636,177,25.952669
-23.219,149,27.849126
-76.942,189,30.171456
-67.811,164,32.19224
-140.148,213,78.130153
-130.489,196,80.725882
-184.272,192,83.01549
-88.374,169,85.09608
-108.943,211,87.904552
-37.029,160,89.866576
-30.276,186,92.215973
-119.976,215,94.922707
-79.365,186,97.366213
-131.732,156,99.20306
-13.629,163,101.171428
-24.042,179,146.777425
-184.992,210,149.483011
-65.256,178,151.899137
-43.369,183,154.274379
-111.923,194,156.73997
-57.55,197,159.282136
-41.792,190,161.598326
-111.187,215,164.175413
-96.695,195,166.61297
-51.54,163,168.706798
-93.119,200,171.188668
-63.262,199,216.83426
-115.627,196,219.337104
-78.27,186,221.710196
-12.73,170,223.807297
-50.561,154,225.822266
-89.569,206,228.465015
-71.041,194,230.873362
-81.415,186,233.305344
-18.402,172,235.498475
-66.442,216,238.266616
-33.458,201,283.996511
-84.233,194,286.484463
-88.042,171,288.673525
-153.31,202,291.298253
-94.199,159,293.195561
-102.6,216,295.829559
-67.571,203,298.393713
-45.496,164,300.540312
-68.51,198,303.21709
-84.035,213,305.868239
-32.515,175,308.210662
-34.8,176,353.803145
-175.118,199,356.869226
-67.655,225,360.082614
-102.797,177,362.732306
-98.371,190,365.394252
-172.651,204,368.03199
-32.524,156,369.949656
-82.284,175,372.263113
-209.69,218,375.079716
-69.765,176,377.601109
-70.998,201,380.25522
-87.052,204,426.227429
-111.535,206,429.34492
-85.595,177,431.662363
-92.279,209,434.548697
-90.716,205,437.252882
-126.753,196,439.809651
-152.144,212,442.587806
-31.2,197,445.111245
-55.475,173,447.129497
-131.026,197,449.612067
-92.052,176,495.218279
-16.074,180,498.086718
-51.977,180,500.81856
-41.735,206,504.045976
-142.841,184,506.47986
-31.623,177,508.685258
-41.014,230,511.421797
-198.546,195,513.972458
-40.217,217,516.729995
-156.593,197,519.291338
-38.888,161,521.245587
-58.58,203,567.198407
-38.991,214,570.168757
-97.361,186,572.861062
-35.304,192,575.817458
-59.231,210,578.721878
-123.559,197,581.443152
-21.683,161,583.535178
-128.243,194,586.146379
-66.109,213,588.797593
-38.652,158,590.796431
-107.753,177,593.125894
-88.987,183,638.344535
-144.588,186,641.180682
-56.26,204,643.976382
-27.404,160,646.121356
-239.997,184,648.713987
-132.24,177,651.165981
-127.945,226,654.118695
-59.282,170,656.312569
-117.539,231,659.346919
-52.945,167,661.565172
-41.332,195,664.102861
-31.96,164,708.796486
-88.41,186,711.437883
-178.484,180,713.972095
-123.104,206,716.575592
-117.292,183,719.085498
-46.682,192,721.583732
-68.953,199,724.23384
-69.117,224,727.254042
-43.076,189,729.662534
-67.545,179,731.948902
-148.308,207,777.168977
-130.005,188,779.733454
-176.227,177,782.387022
-94.657,207,785.203572
-21.11,199,787.901716
-27.276,199,790.620402
-40.322,212,793.648434
-41.543,191,796.204617
-200.113,214,798.979198
-34.34,197,801.455381
-117.766,215,846.739133
-49.935,190,849.430972
-43.919,177,851.981008
-36.07,182,854.56324
-58.969,163,856.690309
-47.163,189,859.082249
-34.875,210,861.82192
-26.752,189,864.381011
-28.259,186,866.8721
-47.673,169,869.253658
-67.212,193,871.755827
-116.88,183,873.992337
-45.703,160,918.407511
-62.818,229,921.786503
-97.816,182,924.296453
-64.764,177,926.601257
-60.785,186,928.939936
-36.482,187,931.471396
-103.681,190,934.132346
-94.595,172,936.503947
-95.537,177,938.845145
-154.062,190,941.249572
-50.289,202,944.077458
-63.849,210,989.678571
-50.038,149,991.770829
-116.933,242,994.889902
-151.962,203,997.692204
-31.623,209,1000.637923
-112.971,198,1003.188753
-116.149,204,1006.23342
-63.524,196,1008.848908
-12.873,150,1010.771908
-36.352,216,1013.319971
-87.704,198,1058.385461
-144.935,185,1060.833706
-99.611,207,1063.721775
-94.147,204,1066.703896
-108.488,238,1069.978533
-62.023,187,1072.455346
-21.843,173,1074.943217
-106.219,227,1077.758362
-89.347,207,1080.44426
-49.967,221,1083.437386
-61.858,193,1128.474531
-24.05,186,1131.061748
-112.775,212,1133.821039
-25.394,172,1136.13283
-74.651,192,1138.677592
-25.436,187,1141.287073
-75.043,212,1144.047765
-66.693,202,1146.662724
-56.79,189,1149.241733
-78.426,196,1151.691633
-166.34,194,1196.782312
-51.43,187,1199.812693
-78.469,207,1202.861375
-51.446,166,1205.08348
-90.167,185,1207.614413
-101.578,215,1210.448981
-113.4,200,1213.182232
-126.655,210,1215.903671
-80.843,194,1218.337262
-37.04,149,1220.341486
-91.244,186,1222.706263
-62.832,176,1267.378256
-159.004,213,1270.154367
-53.418,201,1272.769819
-82.637,202,1275.443594
-67.52,174,1277.83914
-127.517,191,1280.392248
-176.635,205,1283.076833
-32.916,191,1285.652825
-94.237,173,1287.998617
-104.554,191,1290.72002
-144.081,217,1293.681685
-112.655,210,1339.320213
-53.709,187,1341.973768
-23.594,195,1344.5716
-16.54,173,1346.881796
-71.356,211,1349.699175
-82.155,183,1352.038885
-55.793,167,1354.256624
-76.467,221,1357.179966
-73.59,209,1360.056044
-41.627,206,1362.604708
-62.619,194,1407.660736
-68.028,194,1410.25939
-24.999,209,1413.314329
-63.884,206,1416.272403
-19.443,164,1418.660842
-49.912,200,1421.218699
-75.947,178,1423.608171
-29.27,198,1426.290839
-44.714,213,1429.031343
-60.75,186,1431.495337
-120.113,196,1433.991678
-67.39,184,1478.637237
-84.338,221,1481.680636
-138.924,202,1484.667209
-196.706,201,1487.308115
-48.898,205,1489.984626
-92.195,201,1492.676365
-27.004,213,1495.689049
-1.202,192,1498.255009
-86.286,207,1501.16862
-59.458,173,1503.339188
-64.212,203,1548.509992
-33.342,187,1551.057949
-106.847,209,1553.940879
-37.808,203,1556.926802
-12.728,160,1559.102809
-20.858,205,1561.747127
-23.557,192,1564.207033
-11.626,156,1566.221303
-34.607,178,1568.666877
-66.428,199,1571.132754
-23.629,159,1573.151983
-90.63,208,1618.966087
-126.705,206,1621.997736
-40.153,156,1624.072498
-106.279,228,1627.132469
-84.171,212,1630.147646
-27.079,170,1632.405962
-32.902,180,1634.781543
-61.128,184,1637.364052
-6.723,219,1640.166173
-111.069,233,1643.113184
-101.231,218,1688.700739
-91.774,192,1691.19944
-26.906,195,1693.97756
-72.553,243,1697.054167
-125.568,177,1699.43756
-54.628,184,1701.892361
-60.985,187,1704.257555
-19.203,190,1706.772928
-35.051,188,1709.353141
-121.726,197,1711.963714
-65.842,201,1714.372544
-62.881,203,1759.99116
-124.162,214,1763.134279
-29.605,175,1765.518888
-93.804,188,1767.978948
-102.811,217,1770.861838
-114.359,200,1773.568439
-36.179,182,1776.089247
-45.447,179,1778.29554
-60.416,213,1781.159457
-41.686,213,1783.911257
-42.539,215,1829.737627
-56.258,187,1832.319147
-50.752,190,1834.759109
-85.589,209,1837.493723
-4.656,187,1840.051891
-69.686,194,1842.829364
-78.749,202,1845.56158
-137.585,194,1848.113864
-56.82,188,1850.545647
-109.521,217,1853.324452
-6.22,182,1898.500416
-64.292,204,1901.408375
-89.151,185,1903.89726
-15.244,162,1906.16238
-100.999,201,1909.00652
-47.655,191,1911.692809
-90.785,210,1914.598986
-38.546,185,1917.073669
-78.539,213,1919.719533
-19.0,160,1921.68376
-109.671,205,1924.395042
-40.519,180,1969.608209
-156.592,215,1972.869086
-1.664,166,1974.988672
-82.511,202,1977.917773
-61.775,184,1980.529994
-33.102,155,1982.661595
-44.102,196,1985.222632
-26.026,173,1987.401812
-26.772,183,1989.852792
-96.054,179,1992.27552
-128.697,203,1994.885596
-13.719,188,2040.305377
-125.805,218,2043.159663
-33.461,173,2045.410071
-78.047,207,2048.143883
-8.229,166,2050.667387
-25.998,179,2053.192542
-88.149,182,2055.53283
-147.671,213,2058.460982
-126.048,216,2061.316496
-61.385,189,2063.702042
-30.514,187,2066.121008
-34.984,179,2111.613971
-30.297,192,2114.215105
-40.359,179,2116.8049
-47.427,205,2119.66347
-18.035,192,2122.34207
-134.017,196,2125.005283
-65.798,182,2127.391317
-22.984,195,2130.124163
-66.639,186,2132.544569
-17.361,177,2134.858426
-22.683,206,2137.794388
-165.679,231,2184.289231
-66.642,180,2186.767545
-61.397,208,2189.477331
-28.041,192,2192.001376
-192.118,183,2194.727097
-82.646,198,2197.391238
-316.725,188,2199.894832
-43.014,198,2202.408877
-96.093,189,2204.85622
-48.659,188,2207.413928
0.195,185,2252.919002
-32.042,195,2255.525138
4.207,186,2257.836751
-18.891,173,2259.965687
-58.496,164,2262.033912
-133.518,202,2264.651597
-18.882,196,2267.114313
-11.764,176,2269.357484
-55.972,188,2271.762684
-65.446,179,2273.864704
-53.247,205,2276.443686
-37.793,197,2321.947064
-16.999,183,2324.201312
-44.631,188,2326.600854
-32.173,171,2328.74631
-52.86,166,2330.90162
-67.841,196,2333.418417
-64.751,208,2335.980353
-21.399,161,2338.075018
-28.644,181,2340.360682
-103.175,196,2342.923534
-57.907,204,2345.629107
-57.518,205,2391.691028
-26.947,213,2394.379799
-32.414,166,2396.608208
-37.764,140,2398.516136
-55.256,204,2401.143448
-26.776,207,2403.792801
-50.393,208,2406.501364
2.478,194,2409.028728
-55.839,224,2411.848778
-86.8,182,2414.417639
-13.247,180,2416.719452
-41.877,179,2462.366728
-123.793,194,2464.913654
-28.166,165,2466.99238
-43.004,183,2469.253308
-36.613,202,2471.929408
-49.838,200,2474.411637
-74.104,145,2476.27452
-12.291,169,2478.584563
-7.938,177,2480.801184
-32.522,188,2483.246389
-148.796,207,2485.989358
-30.307,155,2531.98762
-13.24,176,2534.288547
-40.615,197,2536.887599
-20.622,200,2539.544343
-37.645,198,2542.197422
-40.123,221,2544.885474
-8.635,182,2547.123684
-56.88,222,2550.159798
-19.157,172,2552.255639
-60.499,231,2555.112433
-56.567,201,2601.827979
-0.436,177,2604.055969
-57.82,184,2606.388992
-77.763,189,2608.682561
-2.243,197,2611.165137
-69.268,162,2613.197203
-59.661,198,2615.62755
-116.052,201,2618.219462
-1.611,174,2620.500908
-46.145,195,2623.01719
-83.538,188,2625.428362
-94.298,206,2671.908815
-116.323,198,2674.489424
-22.099,203,2677.043362
-27.921,202,2679.69398
2.612,173,2681.887228
2.41,158,2683.912218
-15.536,163,2686.019747
-22.695,218,2688.865123
-151.959,198,2691.484627
-103.652,174,2693.854112
-61.787,180,2696.22131
-13.397,184,2742.774555
-193.076,204,2745.454127
1.711,164,2747.528186
-16.786,191,2750.008984
-33.867,179,2752.326661
-8.667,172,2754.618586
-9.401,179,2757.071647
-78.695,203,2759.94664
-32.258,182,2762.321653
-2.871,166,2764.493122
0.962,164,2766.591535
-37.204,178,2813.14285
-29.668,185,2815.555461
-31.957,166,2817.798668
-4.668,171,2820.039568
-15.016,177,2822.354491
-27.87,172,2824.648767
-15.217,174,2826.868426
-20.99,174,2829.180529
-92.379,196,2831.935287
-61.462,158,2834.190374
-8.08,169,2836.433306
-13.115,194,2839.009226
-13.186,217,2885.913112
-38.409,172,2888.25755
-61.809,169,2890.397209
-61.542,186,2892.786427
-32.21,169,2895.171646
3.925,144,2897.009138
-56.57,171,2899.399826
-32.671,162,2901.684643
-76.835,209,2904.438705
-40.394,175,2906.869144
6.096,170,2909.278049
-41.935,184,2911.933214
-114.861,184,2958.864753
-17.548,171,2961.174103
-45.095,163,2963.259762
-22.57,167,2965.531786
-19.391,182,2967.859302
-25.907,180,2970.120969
0.389,149,2972.053266
-8.646,163,2974.190991
-50.539,171,2976.392007
-9.76,163,2978.429857
-45.469,170,2980.654557
-23.982,164,2982.775558
-11.377,178,3029.761498
0.891,169,3032.090741
-0.638,143,3034.031973
-65.241,159,3036.24885
-22.029,183,3038.673198
-59.666,199,3041.329301
-39.395,169,3043.580293
-21.518,176,3045.868002
-98.311,179,3048.336003
4.052,169,3050.681161
-34.376,183,3053.132688
-3.641,171,3055.352202
-103.231,176,3103.036595
-23.272,168,3105.333526
1.163,159,3107.514467
-49.363,188,3110.220068
-51.74,198,3113.104679
-47.653,212,3116.055314
-57.524,163,3118.270193
-38.046,189,3120.866881
2.48,164,3123.120145
-20.843,198,3125.80058
-77.486,191,3128.380722
-1.044,161,3177.012502
-17.874,177,3179.432441
-3.747,154,3181.473693
-30.577,148,3183.500585
-24.354,181,3186.023854
-1.478,155,3188.159487
-21.85,186,3190.466949
-91.988,192,3193.050822
-67.07,161,3195.186664
-22.245,165,3197.401229
-6.118,179,3199.75307
8.51,154,3201.903557
-81.48,155,3249.627887
6.708,142,3251.470023
-37.334,197,3254.234868
10.223,147,3256.289108
-57.593,157,3258.438852
-67.107,189,3260.969798
-56.058,165,3263.154211
-35.291,194,3265.679292
-18.333,185,3268.216023
-14.012,165,3270.454175
2.163,173,3272.927106
-54.666,145,3274.954666
-43.664,160,3323.247324
-24.447,170,3325.624969
10.18,154,3327.768553
-1.311,213,3330.64393
-11.912,158,3332.835541
-74.936,176,3335.294196
-22.172,173,3337.804479
8.955,181,3340.233021
-8.321,157,3342.475583
0.49,166,3344.873168
-21.018,160,3346.954295
1.684,167,3349.153635
-70.808,179,3397.657579
-2.54,171,3399.997709
-6.275,172,3402.338124
4.291,155,3404.45764
-20.257,176,3406.723957
-30.788,188,3409.222023
-66.883,184,3411.63203
-5.775,175,3414.038115
-8.223,185,3416.705086
2.758,170,3418.962996
-20.571,193,3421.523707
-52.612,187,3424.050766
-7.887,203,3472.958439
-10.912,136,3474.820203
-18.188,186,3477.456731
-30.763,154,3479.585237
4.047,162,3481.708803
-27.676,201,3484.627932
2.832,147,3486.693146
-55.088,165,3489.037201
7.249,149,3491.085281
3.295,159,3493.289635
-4.985,147,3495.284861
-13.945,181,3497.885357
-1.257,156,3546.232592
-3.491,145,3548.281095
2.87,178,3550.634668
-6.709,150,3552.800248
1.624,152,3554.892756
-24.032,173,3557.23687
-18.982,168,3559.414796
-36.72,169,3561.761114
-35.371,152,3563.995638
-15.273,178,3566.532743
-6.447,198,3569.313333
-15.805,180,3571.746981
-48.246,166,3620.475334
0.839,160,3622.541469
-17.254,139,3624.479046
-40.693,195,3627.11686
-5.422,209,3630.166739
-14.767,188,3632.757046
-77.416,207,3635.653606
0.131,159,3637.695812
-36.869,178,3640.126807
-1.586,155,3642.410746
-59.231,181,3645.038824
-4.663,148,3647.086168
4.106,147,3694.745857
2.88,185,3697.434368
-6.709,146,3699.550258
3.92,198,3702.106587
9.456,157,3704.345613
0.619,163,3706.665453
-6.901,126,3708.416046
5.761,136,3710.305103
-115.229,157,3712.600568
9.622,144,3714.669158
-15.179,171,3716.945898
1.882,167,3719.369256
-17.837,179,3721.814714
3.618,153,3770.502476
-31.771,155,3772.702125
4.351,178,3775.351783
7.724,162,3777.692055
-16.344,161,3779.988928
-46.744,166,3782.356618
-1.877,142,3784.468499
-95.133,171,3787.003559
0.074,130,3788.746775
-32.523,167,3790.98415
5.856,153,3793.060812
3.296,152,3795.24984
-18.65,149,3797.475273
5.145,152,3845.940642
-13.59,164,3848.416002
-77.536,182,3851.013414
-3.225,174,3853.374426
-15.809,177,3855.97646
-3.74,179,3858.498889
-13.25,150,3860.569351
-12.4,173,3863.077393
-64.179,141,3865.162385
8.118,145,3867.221818
11.552,148,3869.49401
-12.836,154,3871.787024
-52.814,182,3874.414546
9.204,151,3923.275498
-46.9,154,3925.443046
7.917,149,3927.491993
-66.064,158,3929.803166
8.882,149,3931.879299
7.929,168,3934.213544
-2.115,155,3936.425308
-2.508,148,3938.624892
-13.486,154,3940.825125
0.835,127,3942.696301
4.529,151,3944.928885
-6.717,143,3946.945642
0.931,174,3949.351884
5.03,163,3998.903645
-2.31,161,4001.186846
4.588,177,4003.622673
-29.716,171,4006.041911
3.874,205,4008.951032
-11.249,144,4011.018018
5.359,136,4013.083393
7.525,148,4015.265375
-16.016,174,4017.847048
10.935,142,4020.023455
6.827,162,4022.34002
-43.513,141,4024.430075
0.903,158,4026.874626
10.488,168,4078.31736
2.973,136,4080.111283
-11.659,115,4081.845097
1.12,147,4083.82056
1.218,163,4086.100846
-1.094,144,4088.344661
-8.447,172,4090.758791
-11.193,155,4092.83364
-38.773,159,4095.139772
-47.059,144,4097.192085
-53.289,177,4099.777187
-19.3,162,4102.112058
-21.235,146,4104.268919
2.408,149,4155.760383
12.045,169,4158.340966
5.209,164,4160.691304
-13.022,135,4162.569423
-0.308,158,4164.821433
10.532,133,4166.80816
5.604,167,4169.24982
-23.06,154,4171.513419
-4.373,172,4174.032002
-13.424,157,4176.395756
-11.546,143,4178.482491
-0.757,141,4180.524022
8.786,179,4183.009077
-36.769,158,4234.70945
-35.298,163,4237.077158
-20.65,144,4239.184842
0.621,180,4241.786963
7.994,180,4244.472615
4.32,189,4247.169477
8.253,142,4249.037483
-50.727,151,4251.13681
-30.819,167,4253.54341
-28.307,130,4255.453927
8.07,148,4257.619543
10.993,174,4260.150564
-3.958,135,4261.976375
-2.775,149,4313.927129
-7.012,153,4316.128488
2.678,153,4318.345093
7.636,155,4320.602433
9.648,160,4322.940273
3.987,180,4325.566256
-1.797,161,4327.741631
-5.186,152,4330.000397
5.573,162,4332.480585
6.526,158,4334.781643
-1.354,153,4336.955326
1.513,126,4338.706833
8.73,137,4340.786264
1.115,160,4343.120541
11.146,137,4395.010848
-20.933,153,4397.324355
10.294,138,4399.3564
4.812,134,4401.338746
10.339,152,4403.623576
12.021,145,4405.82558
10.428,156,4408.208128
4.639,180,4410.823406
0.721,153,4413.080438
-10.774,161,4415.395159
-12.676,159,4417.827565
-15.845,163,4420.167919
-19.016,156,4422.487295
-25.095,138,4474.383013
-33.317,140,4476.503118
-2.092,149,4478.64967
6.225,148,4480.766075
-4.348,159,4483.203649
3.747,134,4485.201267
11.881,146,4487.28972
5.735,128,4489.260427
-5.708,150,4491.511593
7.528,153,4493.684181
4.133,131,4495.622208
-56.635,139,4497.678348
-14.665,142,4499.773567
0.469,167,4502.3881
10.106,145,4554.234951
7.722,138,4556.221823
-22.372,137,4558.224661
-11.278,142,4560.327004
7.64,120,4562.211495
9.002,189,4565.097595
14.008,168,4567.619262
3.477,154,4569.928752
-4.7,145,4572.058151
6.259,159,4574.404549
8.824,166,4576.762858
-15.057,136,4578.842916
-4.618,159,4581.16134
9.063,117,4582.988204
5.379,158,4636.029973
-19.727,151,4638.326866
11.844,138,4640.348886
-1.878,139,4642.463614
6.346,137,4644.518492
11.286,148,4646.652091
10.133,124,4648.531243
-4.362,151,4650.855054
12.68,152,4653.035527
5.896,121,4654.84394
6.04,145,4656.944585
-19.343,160,4659.436346
-124.779,162,4661.887741
11.006,122,4663.728372
6.758,119,4665.401942
8.709,152,4718.880306
10.265,148,4721.108569
2.648,141,4723.27193
8.318,139,4725.346621
-68.125,157,4727.723555
1.997,126,4729.641415
9.868,133,4731.71628
3.621,139,4733.743855
8.799,171,4736.323961
6.917,139,4738.375852
-15.955,135,4740.527944
-23.028,136,4742.547595
-21.98,162,4744.951499
3.546,130,4746.817705
9.15,114,4799.680492
12.18,139,4801.92092
13.445,151,4804.160393
7.568,133,4806.061087
9.598,161,4808.331901
14.52,147,4810.520699
-12.695,149,4812.653437
6.863,131,4814.626235
0.937,119,4816.466845
6.584,134,4818.501714
-1.773,126,4820.396988
-101.603,142,4822.544854
-4.42,142,4824.604448
-67.936,125,4826.574957
7.646,183,4829.420546
-29.947,158,4882.404719
10.842,131,4884.305594
11.848,109,4885.930999
-23.226,144,4888.157324
9.047,123,4889.99706
7.584,136,4892.029562
9.694,144,4894.249158
5.944,138,4896.368828
10.122,142,4898.487937
-24.364,148,4900.874969
5.962,110,4902.645164
9.749,137,4904.658673
3.272,141,4906.715944
-6.249,122,4908.403138
14.43,141,4910.496441
11.338,149,4962.469388
10.399,143,4964.638002
-55.937,133,4966.634599
11.89,127,4968.560563
7.605,139,4970.599762
9.205,154,4973.000099
-4.342,139,4974.989038
4.334,146,4977.269336
-6.354,137,4979.390786
6.606,121,4981.236722
10.431,136,4983.184192
5.16,140,4985.383278
4.396,126,4987.326744
9.258,110,4989.04049
8.823,132,4990.977491
10.978,106,5040.057417
9.838,162,5042.455198
12.278,139,5044.528152
12.222,138,5046.520402
12.068,123,5048.307103
9.591,131,5050.174786
4.998,158,5052.551619
-5.128,125,5054.45479
-8.552,129,5056.430003
11.729,145,5058.503333
6.693,137,5060.512524
9.875,137,5062.592411
9.302,117,5064.342266
10.728,155,5066.630483
-6.871,128,5068.454328
13.05,127,5116.773805
10.768,125,5118.751309
7.795,126,5120.675925
14.976,149,5122.869594
8.473,140,5125.038413
8.038,134,5127.122941
1.621,141,5129.135153
2.105,122,5130.974459
10.06,141,5133.085314
12.062,119,5134.789682
6.558,133,5136.658432
7.212,154,5138.950953
8.222,116,5140.66882
14.702,128,5142.538532
-63.094,181,5145.125911
-0.399,136,5193.22981
10.168,122,5195.064629
-6.974,164,5197.50191
-1.152,164,5199.978988
9.371,132,5202.005175
-4.15,133,5203.986352
13.053,145,5206.269112
-32.624,157,5208.674497
12.032,128,5210.641043
10.828,139,5212.698017
12.009,143,5214.824796
10.066,147,5217.05431
11.829,115,5218.898558
12.038,139,5220.903417
12.058,135,5222.997155
12.009,127,5271.838025
10.344,127,5273.7444
9.814,148,5275.995484
9.487,123,5277.839577
12.704,117,5279.666772
9.634,101,5281.157307
12.714,127,5283.018299
9.065,121,5284.911584
10.046,145,5287.144767
-11.092,141,5289.324072
11.521,151,5291.588229
4.098,102,5293.037936
10.007,139,5295.11032
11.032,127,5297.062293
10.012,131,5299.037654
10.051,137,5301.225457
3.119,129,5349.276458
13.794,110,5350.993703
12.539,138,5353.020851
12.468,140,5355.131039
-2.932,128,5357.090356
13.438,146,5359.189158
0.184,137,5361.358853
8.939,135,5363.396994
11.503,126,5365.374918
11.844,128,5367.27982
11.51,116,5369.096868
5.704,138,5371.160612
-2.658,128,5373.050305
11.609,127,5374.974016
7.539,123,5376.882405
12.19,122,5426.058664
9.571,130,5428.087324
0.688,100,5429.576866
11.236,123,5431.477522
10.036,143,5433.592963
-4.268,118,5435.322804
-6.306,150,5437.702552
13.36,129,5439.601604
13.954,144,5441.831019
11.754,116,5443.567014
9.769,134,5445.599103
10.204,127,5447.58963
10.345,151,5449.987128
12.586,123,5451.932348
-67.92,140,5454.073366
9.962,111,5455.693407
-10.885,121,5507.562906
11.16,133,5509.496556
11.4,145,5511.703903
-35.775,141,5513.799467
10.741,124,5515.640289
-27.82,124,5517.56877
-31.906,135,5519.660715
9.969,109,5521.324769
12.868,129,5523.295362
12.236,134,5525.263258
13.201,133,5527.302823
9.49,127,5529.18185
11.576,143,5531.447127
13.262,136,5533.540935
7.766,128,5535.373725
12.985,135,5537.420527
12.435,144,5589.421434
11.12,134,5591.482263
11.324,121,5593.212448
12.746,133,5595.198675
12.082,123,5597.07855
-21.064,124,5599.075255
3.965,118,5600.993729
9.391,159,5603.505261
10.856,122,5605.31738
-1.049,149,5607.603651
2.73,124,5609.542673
-33.098,139,5611.647608
11.063,120,5613.525001
11.895,139,5615.684702
5.938,123,5617.60698
11.328,117,5619.410539
13.357,133,5672.04447
12.802,120,5673.897756
10.7,122,5675.873431
13.713,123,5677.711371
4.033,121,5679.572874
14.014,132,5681.533689
11.824,127,5683.499612
-35.134,144,5685.70896
11.983,130,5687.600989
15.422,126,5689.53321
5.523,133,5691.582068
11.109,139,5693.760514
12.124,120,5695.598768
8.237,124,5697.503529
10.893,123,5699.296067
13.248,114,5700.946333
11.895,120,5751.962188
-5.836,141,5754.171545
12.586,114,5755.956008
11.437,142,5758.123111
11.643,136,5760.205952
10.345,124,5762.091332
11.974,107,5763.805235
11.926,115,5765.603364
5.291,129,5767.610919
-1.141,124,5769.529669
13.336,126,5771.503833
13.177,117,5773.312171
8.874,138,5775.485648
9.424,130,5777.438531
8.22,122,5779.356787
13.201,121,5781.255784
13.334,94,5831.104501
9.743,110,5832.873276
6.326,130,5834.872238
6.998,127,5836.888686
12.442,144,5839.160523
14.608,117,5840.911281
13.226,114,5842.693565
9.924,117,5844.429541
14.429,136,5846.526203
13.694,133,5848.625704
10.91,122,5850.530196
11.316,106,5852.174686
13.656,116,5853.961716
13.17,123,5855.894782
13.852,128,5857.896885
11.673,121,5859.752808
8.336,152,5862.084179
10.895,122,5914.048965
11.624,110,5915.817464
10.969,120,5917.646507
11.382,115,5919.442342
14.154,133,5921.465865
2.134,142,5923.710436
