#{"t_start": 1767466259.3770947, "env_id": "None"}
r,l,t
-63.223,179,5.291729
-11.422,163,7.889802
-150.745,188,10.611978
-84.518,213,13.320865
-52.147,179,15.524283
-39.036,180,17.718884
-91.075,204,20.017257
-40.406,179,21.9317
-141.468,186,24.007718
-77.023,180,25.981692
-87.138,192,28.151974
-59.674,219,55.864191
-204.152,186,57.972709
-156.777,200,60.180712
-112.301,185,62.203391
-171.269,190,64.31177
-53.842,229,66.860077
-122.292,221,69.343907
-82.101,184,71.336988
-50.075,214,73.714468
-42.083,162,75.366176
-103.03,193,102.609542
-44.988,201,104.742624
-44.672,191,106.940728
-104.091,231,109.256521
-87.889,183,111.114803
-41.355,220,113.391216
-54.152,177,115.261505
-47.024,153,116.840454
-78.544,204,119.137015
-136.279,190,121.31001
-106.651,199,148.300348
-83.816,205,150.571993
-23.007,191,152.673891
-24.053,205,154.81885
-47.963,146,156.302209
-83.603,202,158.565911
-61.256,182,160.584168
-70.966,171,162.457812
-65.538,198,164.762345
-50.622,180,166.715396
-158.821,167,168.536597
-82.229,188,195.417467
-39.63,169,197.229058
-62.697,164,199.020896
-80.646,187,201.063444
-25.936,155,202.640069
-156.913,218,205.003543
-62.086,194,206.9483
-98.268,194,209.079852
-87.361,181,210.880203
-33.585,181,212.713514
-54.958,212,215.049977
-122.7,191,241.970855
-111.214,190,244.233189
-116.6,197,246.40898
-40.26,150,248.12927
-114.01,186,250.14856
-125.091,201,252.23291
-121.735,191,254.342435
-64.567,182,256.333574
-141.896,200,258.658125
-81.69,215,260.965091
-102.209,226,263.457991
-72.359,177,290.131723
-160.479,177,292.065217
-122.689,225,294.748438
-53.356,203,296.822963
-98.716,212,299.069772
-15.688,165,300.877263
-159.603,184,302.946291
-86.053,211,305.335088
-84.135,185,307.385318
-89.719,184,309.327872
-56.374,179,311.245594
-90.057,227,338.636612
-48.813,213,341.162514
-56.058,202,343.530954
-65.456,185,345.571512
-80.45,170,347.551831
-32.197,171,349.460087
-106.086,180,351.613175
-93.43,178,353.577802
-14.17,151,355.188408
-93.325,175,357.01136
-88.999,172,358.892788
-161.18,209,386.003
-188.851,200,388.389032
-120.486,205,390.693867
-73.223,233,393.206671
-81.994,167,395.0557
-68.965,216,397.423783
-138.9,172,399.275242
-135.592,186,401.176338
-25.047,171,403.019574
-32.211,155,404.710572
-85.43,223,432.057767
-67.685,181,434.159981
-135.33,196,436.469944
-76.924,184,438.62953
-72.224,226,441.140983
-53.952,207,443.469244
-81.497,209,445.839354
-106.173,178,447.790022
-61.812,178,449.589609
-78.347,185,451.523711
-116.913,212,453.792863
-70.984,180,480.706549
-48.55,182,482.826045
-73.847,166,484.535653
-60.914,170,486.494954
-67.362,213,488.806986
-54.857,196,490.981798
-107.196,197,493.262333
-21.058,200,495.442383
-95.184,164,497.207617
-92.74,218,499.620705
-52.362,213,501.896832
-83.361,192,529.091231
-73.228,234,531.582099
-55.115,234,534.005208
-67.817,217,536.317796
-73.948,189,538.538877
-96.699,188,540.615178
-79.358,247,543.454253
-83.631,195,545.712004
-104.51,192,547.882162
-129.938,255,575.650077
-75.892,202,577.824313
-152.773,218,580.34
-190.71,186,582.464263
-97.935,188,584.62476
-127.974,220,586.956002
-18.241,178,588.907549
-107.506,196,591.199291
-78.809,195,593.32745
-89.748,215,595.749145
-78.785,171,597.635383
-128.129,182,624.374101
-79.778,213,626.749079
-132.401,225,629.276171
-118.748,236,631.872972
-108.455,207,634.161508
-124.877,207,636.418647
-58.691,204,638.686152
-68.915,166,640.504404
-46.5,148,642.140285
-141.191,219,644.619248
-58.997,233,672.067166
-150.96,218,674.475969
-78.673,198,676.864721
-108.923,199,679.156079
-149.716,203,681.399371
-63.975,165,683.159517
-92.037,211,685.464026
-100.024,193,687.643224
-79.273,217,690.063008
-65.654,169,691.815771
-114.426,197,719.016143
-90.685,230,721.623489
-21.58,153,723.400399
-136.898,217,725.850714
-55.055,262,728.58719
-92.168,222,730.855552
-150.025,190,732.934586
-78.168,178,734.900632
-41.875,215,737.201095
-23.701,167,739.06971
-87.62,172,765.972999
-92.135,201,768.308251
-183.931,239,771.174858
-38.203,225,773.808864
-181.766,201,776.157699
-82.07,205,778.598725
-102.423,219,780.988986
-67.546,174,782.954573
-61.094,224,785.372768
-77.014,163,787.122741
-37.017,195,814.174697
-15.69,201,816.408214
-103.436,210,818.850154
-98.486,216,821.158696
-78.563,176,823.063043
-32.629,141,824.839433
-54.409,217,827.096042
-39.629,198,829.149756
-67.823,200,831.340812
-99.364,199,833.396287
-99.975,212,836.091796
-104.397,234,863.835325
-108.731,185,866.059912
-39.933,148,867.793515
-173.253,200,870.227297
-127.63,207,872.568653
-103.503,189,874.747702
-76.772,179,877.010939
-49.817,221,879.501676
-53.684,160,881.299923
-37.441,168,883.132329
-99.291,227,910.653341
-29.469,203,912.955386
-37.246,208,915.284981
-49.758,140,917.08896
-87.846,222,919.558959
-99.619,195,921.847447
-122.287,177,923.724027
-40.828,183,925.652583
-191.258,196,927.771576
-31.729,178,929.695813
-87.767,167,931.671639
-28.261,194,958.737388
-45.22,175,960.727496
-44.922,202,963.00731
-76.451,200,965.349564
-111.61,225,967.833778
-136.892,215,970.154587
-177.651,231,972.790992
-79.545,178,974.831992
-100.284,202,977.022955
-84.162,213,979.419352
-77.859,188,1006.490553
-43.262,207,1008.856649
-84.672,174,1010.881705
-70.077,169,1012.854715
-30.632,192,1015.131048
-163.529,183,1017.142151
-49.971,196,1019.3422
-14.985,184,1021.338647
-57.445,197,1023.420931
-145.161,227,1025.810681
-26.291,198,1027.837496
-67.734,192,1054.809068
-47.789,203,1056.945439
-18.347,177,1059.132359
-36.224,152,1060.818718
-98.907,218,1063.234486
-6.683,198,1065.305368
-150.875,200,1067.817577
-124.485,208,1070.184789
-74.702,236,1072.645979
-119.265,190,1074.838689
-64.955,190,1101.984693
-49.357,187,1104.212458
-31.005,206,1106.4993
-13.96,173,1108.490628
-87.61,193,1110.722153
-33.466,174,1112.598443
-35.214,251,1115.366788
-83.949,186,1117.414836
-54.943,199,1119.678867
-44.831,190,1121.808436
-75.444,217,1124.336984
-67.381,200,1151.501004
-55.195,192,1153.631318
-27.371,187,1155.907593
-96.6,218,1158.404373
-75.458,162,1160.202075
-89.348,182,1162.168216
-77.973,189,1164.325643
-14.853,197,1166.56656
-75.408,200,1168.899531
-55.32,181,1170.897629
-269.99,201,1198.145794
-60.518,208,1200.625042
-45.567,175,1202.626501
-175.151,190,1204.822488
-48.757,218,1207.248719
-115.566,197,1209.531713
-144.117,202,1211.790916
-49.655,159,1213.537856
-40.849,193,1215.807522
-117.966,193,1218.009523
-48.453,254,1220.745965
-81.42,178,1247.721308
-68.101,186,1249.827139
-74.469,233,1252.391873
