#{"t_start": 1767550653.5088077, "env_id": "None"}
r,l,t
0.5,193,2.009725
2.0,198,2.713766
0.0,226,3.550104
3.0,212,4.366282
2.5,209,5.23662
1.0,162,5.913296
0.0,189,6.758114
0.0,201,7.513159
3.5,188,8.281689
0.5,174,9.001907
0.0,184,40.978685
0.0,227,50.048803
1.5,196,52.374135
3.5,194,54.523474
0.5,190,56.601764
4.0,153,58.249427
1.0,201,60.512356
4.0,151,62.436917
0.5,183,64.565131
0.5,186,66.560838
0.0,181,68.563742
0.0,180,96.030433
0.5,181,98.503742
0.5,227,101.422212
0.0,182,103.596658
1.0,214,106.123754
1.0,180,108.106074
1.5,199,110.462877
1.0,161,112.400924
0.0,168,114.410945
0.0,204,116.607961
0.0,201,119.007887
1.0,181,146.763322
1.0,187,149.239083
3.5,202,151.819366
0.0,194,154.055729
0.0,190,156.294664
0.0,178,158.399313
2.5,193,160.664443
1.0,209,163.192658
0.5,166,165.097265
0.5,186,167.448499
0.0,188,169.713778
3.5,147,196.987322
0.5,258,200.086148
0.5,198,202.530305
3.5,140,204.25059
0.0,162,206.211009
0.0,179,208.349418
4.0,155,210.172925
0.0,196,212.615204
0.5,184,214.841789
2.0,181,217.106781
1.0,197,219.552004
2.5,179,247.055209
0.5,204,249.539772
1.0,176,251.770175
2.0,192,254.04106
0.5,204,256.523216
4.5,128,258.10464
1.0,181,260.300191
0.5,183,262.409138
1.0,190,264.737037
2.0,190,267.108617
4.0,161,269.110901
1.5,199,296.880476
0.0,168,299.273772
2.0,189,301.854021
4.0,150,303.769396
0.5,202,306.379651
0.0,219,309.090276
0.5,179,311.44875
1.0,137,313.094316
0.0,153,314.946065
0.5,196,317.384035
2.0,195,319.812045
0.0,202,347.735112
0.0,164,349.865874
0.0,173,352.213188
2.5,158,354.325735
0.0,216,357.149895
2.0,176,359.591682
0.0,165,361.736212
0.0,204,364.33883
1.0,180,366.727138
3.0,162,368.844952
1.0,159,370.754794
2.5,181,373.208882
4.5,150,400.307798
0.5,209,403.097584
0.5,180,405.459478
3.5,175,407.829146
2.5,143,409.687109
0.5,167,412.01117
0.5,141,413.758111
2.5,160,415.80802
0.0,170,418.116003
0.0,162,420.152621
2.5,141,422.010177
4.0,161,424.087824
1.5,148,425.843796
2.5,182,453.38243
3.0,154,455.367246
0.0,187,457.908356
0.0,146,459.905163
2.0,227,462.87443
0.0,166,465.029544
2.0,151,467.018545
1.0,164,469.263537
2.0,164,471.381444
0.0,183,473.796275
0.5,182,476.099845
0.0,165,478.170005
2.0,148,505.085403
0.5,156,507.283401
3.0,172,509.532726
0.0,176,511.80551
0.5,181,514.282755
0.0,172,516.64465
0.5,144,518.486132
0.5,156,520.531832
0.5,190,522.932377
0.0,162,525.024073
5.0,151,527.049834
0.5,191,529.382713
0.0,155,556.357384
0.0,188,558.824493
2.0,180,561.26486
2.0,157,563.295302
2.0,182,565.611005
3.0,129,567.321875
0.5,170,569.593634
0.0,165,571.803551
0.0,188,574.249707
0.5,152,576.325301
2.5,130,578.058296
3.0,140,579.956631
1.0,185,607.175702
2.0,155,609.344284
0.0,145,611.451148
2.5,145,613.425583
0.0,170,615.748026
0.5,184,618.194964
3.0,135,619.991998
0.0,181,622.255094
0.0,141,624.078644
2.0,181,626.373753
0.0,170,628.664584
0.5,177,630.944142
0.0,184,633.23874
0.5,174,660.290379
2.5,146,662.379501
0.0,202,665.005635
2.0,163,667.335542
0.0,161,669.38633
0.5,197,672.171498
0.0,178,674.503861
0.5,168,676.725599
0.5,168,678.96992
2.5,166,681.130729
2.5,168,683.342834
0.5,164,685.382577
1.0,181,712.524728
2.0,194,715.222328
2.5,179,717.621411
1.0,169,719.938562
1.0,191,722.446799
3.0,173,724.668257
0.5,173,726.984455
3.5,138,728.744884
2.5,183,731.011589
0.5,142,732.85696
3.5,133,734.671455
0.5,172,736.846304
0.5,173,764.001732
1.0,175,766.386602
0.5,133,768.199007
0.0,146,770.160091
0.5,132,771.809743
0.5,204,774.558518
2.5,174,776.949278
2.0,171,779.219876
2.5,160,781.239045
2.5,151,783.231055
2.0,163,785.427406
0.0,148,787.530158
1.0,159,789.632382
0.5,167,816.765636
2.5,145,818.606917
3.0,181,821.153
2.5,170,823.436061
0.0,196,825.976399
2.0,181,828.313795
0.0,158,830.346596
4.0,166,832.506339
0.0,190,834.921201
2.0,170,837.161244
2.0,139,838.975919
2.0,166,840.978088
0.0,197,868.342089
0.0,170,870.642795
0.0,156,872.6892
2.5,156,874.778657
0.0,193,877.292611
2.5,146,879.361006
0.0,178,881.794055
0.5,181,884.160311
0.0,149,886.091504
2.0,154,888.135084
2.5,173,890.285616
2.0,155,892.453694
0.5,132,918.888613
1.0,150,920.976043
2.5,176,923.314848
0.5,166,925.516466
0.0,192,928.00353
1.5,165,930.148805
2.0,145,932.048476
2.0,135,933.61734
0.0,188,935.947891
1.0,134,937.751312
2.5,144,939.593546
0.5,154,941.616006
0.5,163,943.548771
1.0,182,970.796285
2.0,173,973.130679
0.5,126,974.765162
3.5,158,976.943236
0.0,187,979.418761
3.0,177,981.622006
1.0,149,983.586512
1.5,124,985.18176
3.0,126,986.833364
0.5,204,989.401158
0.0,164,991.46109
1.0,150,993.476738
0.5,149,995.490089
3.5,182,1022.696103
0.5,150,1024.603205
2.0,135,1026.516146
2.5,138,1028.301932
3.0,200,1030.858117
3.0,187,1033.282015
2.0,174,1035.53827
3.0,144,1037.416752
0.5,128,1039.022152
0.5,149,1041.041937
0.0,184,1043.457382
0.5,144,1045.392474
1.0,165,1047.509378
0.0,141,1074.129021
3.0,166,1076.283208
3.0,186,1078.659922
1.0,144,1080.408738
3.0,131,1082.122401
0.5,217,1084.862759
2.5,143,1086.752031
4.0,178,1088.876207
1.5,172,1090.988799
3.5,127,1092.586837
3.0,138,1094.385599
3.0,169,1096.565717
2.5,181,1098.867529
3.0,193,1126.298838
2.0,163,1128.493084
0.5,179,1130.765083
2.5,132,1132.584153
0.5,180,1135.087776
1.0,145,1137.034276
0.0,170,1139.221727
0.5,195,1141.869994
4.0,124,1143.376021
3.5,145,1145.254472
0.5,213,1147.88448
3.5,157,1150.080294
2.0,150,1177.004267
3.5,152,1179.067949
0.5,181,1181.335236
1.0,142,1183.107229
0.5,176,1185.462494
2.5,137,1187.212749
1.0,198,1189.74095
2.5,193,1192.189503
0.5,190,1194.545768
0.5,218,1197.504589
0.0,162,1199.520024
0.0,152,1201.348347
0.0,151,1228.239691
2.0,205,1230.882732
1.5,137,1232.589414
1.5,140,1234.502807
0.0,179,1237.085273
1.5,153,1239.002207
3.5,183,1241.439892
1.0,153,1243.500386
1.0,189,1245.927691
0.5,149,1247.814938
0.0,159,1249.923393
1.0,156,1251.961375
1.0,158,1278.830054
3.0,148,1280.943867
0.0,212,1283.602503
3.5,157,1285.603169
3.0,150,1287.702622
0.5,196,1290.278521
1.0,135,1291.909106
1.0,142,1293.723066
1.0,149,1295.625923
2.0,178,1297.957994
0.5,198,1300.545976
0.5,165,1302.754181
0.5,182,1305.215837
1.0,149,1332.15598
1.5,132,1333.822184
0.5,183,1336.287645
3.0,137,1338.039891
0.0,178,1340.439144
4.0,151,1342.376302
3.5,160,1344.351737
3.5,161,1346.457942
2.0,167,1348.591399
0.5,173,1350.725447
0.0,143,1352.672438
0.5,187,1354.945794
2.5,169,1382.00319
1.0,158,1384.121645
3.5,129,1385.867612
2.0,136,1387.616536
0.5,169,1389.816055
1.5,170,1392.069208
2.5,143,1393.962051
1.0,175,1396.212589
3.5,146,1398.142981
1.0,147,1399.989461
0.5,148,1401.826694
2.5,164,1403.859099
3.5,154,1405.765416
3.0,157,1407.782495
2.5,148,1434.56275
3.0,151,1436.654796
0.5,167,1438.956835
0.5,116,1440.428613
0.0,161,1442.533286
1.0,169,1444.874685
1.5,156,1446.899285
3.0,142,1448.756723
3.0,142,1450.538606
1.5,146,1452.398458
0.5,185,1454.637204
3.0,128,1456.344738
3.0,156,1458.33627
3.0,147,1485.344053
1.5,177,1487.664424
3.0,173,1489.82671
2.5,141,1491.801078
1.0,183,1494.106941
0.5,159,1496.065367
0.5,120,1497.659704
2.5,157,1499.707762
2.5,160,1501.914376
0.5,202,1504.498237
2.5,146,1506.327587
0.5,191,1508.672216
1.5,155,1510.513063
